1	1.00419	536
2	1.00419	536
1	1.0093	1072
2	1.0093	1072
1	1.01528	1608
2	1.01528	1608
1	1.02167	2144
2	1.02167	2144
1	1.02999	2680
2	1.02999	2680
1	1.03831	3216
2	1.03831	3216
1	1.04663	3752
2	1.04663	3752
1	1.05495	4288
2	1.05495	4288
1	1.06327	4824
2	1.06327	4824
1	1.07159	5360
1	1.07991	5896
2	1.07992	1072
2	1.0849	1340
1	1.08823	6432
2	1.08988	1554
1	1.09655	6968
2	1.09744	1738
1	1.10487	7504
2	1.10576	1903
1	1.11319	8040
2	1.11408	2053
1	1.12151	8576
2	1.1224	2192
1	1.12983	9112
2	1.13072	2323
1	1.13815	9648
2	1.13904	2446
1	1.14647	10184
2	1.14736	2563
1	1.15479	10720
2	1.15568	2675
1	1.16311	11256
2	1.164	2782
1	1.17143	11792
2	1.17232	2885
1	1.17975	12328
2	1.18064	2984
1	1.18807	12864
2	1.18896	3080
1	1.19639	13400
1	1.20471	13936
1	1.21303	14472
2	1.21304	1072
1	1.22135	15008
1	1.22967	15544
1	1.23799	16080
1	1.24631	16616
1	1.25463	17152
1	1.26295	17688
1	1.27127	18224
1	1.27959	18760
1	1.28791	19296
1	1.29623	19832
1	1.30455	20368
1	1.31287	20904
1	1.32119	21440
1	1.32951	21976
1	1.33783	22512
1	1.34615	23048
1	1.35447	23584
1	1.36279	24120
1	1.37111	24656
1	1.37943	25192
1	1.38775	25728
1	1.39607	26264
1	1.40439	26800
1	1.41271	27336
1	1.42103	27872
1	1.42935	28408
1	1.43767	28944
1	1.44599	29480
1	1.45431	30016
1	1.46263	30552
1	1.47095	31088
1	1.47927	31624
1	1.48759	32160
1	1.49591	32696
1	1.50423	33232
1	1.51255	33768
1	1.52087	34304
1	1.52919	34840
1	1.53751	35376
1	1.54583	35912
1	1.55415	36448
1	1.56247	36984
1	1.57079	37520
1	1.57911	38056
1	1.58743	38592
1	1.59575	39128
1	1.60407	39664
1	1.61239	40200
1	1.62071	40736
1	1.62903	41272
1	1.63735	41808
1	1.64567	42344
1	1.65399	42880
1	1.66231	43416
1	1.67063	43952
1	1.67895	44488
1	1.68727	45024
1	1.69559	45560
1	1.70391	46096
1	1.71223	46632
1	1.72055	47168
1	1.72887	47704
1	1.73719	48240
1	1.74551	48776
1	1.75383	49312
1	1.76215	49848
1	1.77047	50384
1	1.77879	50920
1	1.78711	51456
1	1.79543	51992
1	1.80375	52528
1	1.81207	53064
1	1.82963	1072
1	1.84464	1340
1	1.84967	1554
1	1.85565	1738
1	1.87032	1072
1	1.87525	1340
1	1.88023	1554
1	1.88784	1738
1	1.89616	1903
1	1.90448	2053
1	1.9128	2192
1	1.92112	2323
1	1.92944	2446
1	1.93776	2563
1	1.94608	2675
1	1.9544	2782
1	1.96272	2885
1	1.97104	2984
1	1.97936	3080
1	1.98768	3173
1	1.996	3263
1	2.00432	3351
1	2.01264	3436
1	2.02096	3519
1	2.02928	3600
1	2.0376	3679
1	2.04592	3757
1	2.05424	3833
1	2.06256	3907
1	2.07088	3980
1	2.0792	4052
1	2.08752	4122
1	2.09584	4191
1	2.10416	4259
1	2.11248	4326
1	2.1208	4392
1	2.12912	4457
1	2.13744	4521
1	2.14576	4584
1	2.15408	4646
1	2.1624	4707
1	2.17072	4768
1	2.17904	4828
1	2.18736	4887
2	2.19136	536
1	2.19568	4945
1	2.204	5003
1	2.21232	5060
1	2.22064	5116
1	2.22896	5172
1	2.23728	5227
1	2.2456	5281
1	2.25392	5335
1	2.26224	5388
1	2.27056	5441
1	2.27888	5493
1	2.2872	5545
1	2.29552	5596
1	2.30384	5647
1	2.31216	5697
1	2.32048	5747
1	2.3288	5796
1	2.33712	5845
1	2.34544	5894
1	2.35376	5942
1	2.36208	5990
1	2.3704	6037
1	2.37872	6084
1	2.38704	6131
1	2.39536	6177
2	2.40137	1072
1	2.40368	6223
2	2.40734	1340
1	2.412	6269
2	2.41332	1554
2	2.41929	1738
1	2.42032	6314
2	2.42527	1903
1	2.42864	6359
